seed,split_id,eps,model,val_mae
0,0,0.02,LightGBMLarge_BAG_L1,0.6679344950722429
0,0,0.05,LightGBMLarge_BAG_L1,0.6679344950722429
0,0,0.1,LightGBMLarge_BAG_L1,0.6679344950722429
0,0,0.2,LightGBMLarge_BAG_L1,0.6679344950722429
0,0,0.2,ExtraTreesMSE_BAG_L1,0.7983451646131777
0,0,0.3,LightGBMLarge_BAG_L1,0.6679344950722429
0,0,0.3,ExtraTreesMSE_BAG_L1,0.7983451646131777
0,0,0.3,RandomForestMSE_BAG_L1,0.8081405139838658
0,1,0.02,LightGBMLarge_BAG_L1,0.8607829646246198
0,1,0.05,LightGBMLarge_BAG_L1,0.8607829646246198
0,1,0.05,RandomForestMSE_BAG_L1,0.88860386852175
0,1,0.05,ExtraTreesMSE_BAG_L1,0.8903211943520648
0,1,0.1,LightGBMLarge_BAG_L1,0.8607829646246198
0,1,0.1,RandomForestMSE_BAG_L1,0.88860386852175
0,1,0.1,ExtraTreesMSE_BAG_L1,0.8903211943520648
0,1,0.2,LightGBMLarge_BAG_L1,0.8607829646246198
0,1,0.2,RandomForestMSE_BAG_L1,0.88860386852175
0,1,0.2,ExtraTreesMSE_BAG_L1,0.8903211943520648
0,1,0.3,LightGBMLarge_BAG_L1,0.8607829646246198
0,1,0.3,RandomForestMSE_BAG_L1,0.88860386852175
0,1,0.3,ExtraTreesMSE_BAG_L1,0.8903211943520648
0,2,0.02,ExtraTreesMSE_BAG_L1,0.8254669490787718
0,2,0.02,LightGBMLarge_BAG_L1,0.8310794207784865
0,2,0.02,RandomForestMSE_BAG_L1,0.8353002697229386
0,2,0.05,ExtraTreesMSE_BAG_L1,0.8254669490787718
0,2,0.05,LightGBMLarge_BAG_L1,0.8310794207784865
0,2,0.05,RandomForestMSE_BAG_L1,0.8353002697229386
0,2,0.1,ExtraTreesMSE_BAG_L1,0.8254669490787718
0,2,0.1,LightGBMLarge_BAG_L1,0.8310794207784865
0,2,0.1,RandomForestMSE_BAG_L1,0.8353002697229386
0,2,0.2,ExtraTreesMSE_BAG_L1,0.8254669490787718
0,2,0.2,LightGBMLarge_BAG_L1,0.8310794207784865
0,2,0.2,RandomForestMSE_BAG_L1,0.8353002697229386
0,2,0.3,ExtraTreesMSE_BAG_L1,0.8254669490787718
0,2,0.3,LightGBMLarge_BAG_L1,0.8310794207784865
0,2,0.3,RandomForestMSE_BAG_L1,0.8353002697229386
1,0,0.02,LightGBMLarge_BAG_L1,0.6679344950722429
1,0,0.05,LightGBMLarge_BAG_L1,0.6679344950722429
1,0,0.1,LightGBMLarge_BAG_L1,0.6679344950722429
1,0,0.2,LightGBMLarge_BAG_L1,0.6679344950722429
1,0,0.2,ExtraTreesMSE_BAG_L1,0.7983451646131777
1,0,0.3,LightGBMLarge_BAG_L1,0.6679344950722429
1,0,0.3,ExtraTreesMSE_BAG_L1,0.7983451646131777
1,0,0.3,RandomForestMSE_BAG_L1,0.8081405139838658
1,1,0.02,LightGBMLarge_BAG_L1,0.8607829646246198
1,1,0.05,LightGBMLarge_BAG_L1,0.8607829646246198
1,1,0.05,RandomForestMSE_BAG_L1,0.88860386852175
1,1,0.05,ExtraTreesMSE_BAG_L1,0.8903211943520648
1,1,0.1,LightGBMLarge_BAG_L1,0.8607829646246198
1,1,0.1,RandomForestMSE_BAG_L1,0.88860386852175
1,1,0.1,ExtraTreesMSE_BAG_L1,0.8903211943520648
1,1,0.2,LightGBMLarge_BAG_L1,0.8607829646246198
1,1,0.2,RandomForestMSE_BAG_L1,0.88860386852175
1,1,0.2,ExtraTreesMSE_BAG_L1,0.8903211943520648
1,1,0.3,LightGBMLarge_BAG_L1,0.8607829646246198
1,1,0.3,RandomForestMSE_BAG_L1,0.88860386852175
1,1,0.3,ExtraTreesMSE_BAG_L1,0.8903211943520648
1,2,0.02,ExtraTreesMSE_BAG_L1,0.8254669484164979
1,2,0.02,LightGBMLarge_BAG_L1,0.8310794207784865
1,2,0.02,RandomForestMSE_BAG_L1,0.8353002697229386
1,2,0.05,ExtraTreesMSE_BAG_L1,0.8254669484164979
1,2,0.05,LightGBMLarge_BAG_L1,0.8310794207784865
1,2,0.05,RandomForestMSE_BAG_L1,0.8353002697229386
1,2,0.1,ExtraTreesMSE_BAG_L1,0.8254669484164979
1,2,0.1,LightGBMLarge_BAG_L1,0.8310794207784865
1,2,0.1,RandomForestMSE_BAG_L1,0.8353002697229386
1,2,0.2,ExtraTreesMSE_BAG_L1,0.8254669484164979
1,2,0.2,LightGBMLarge_BAG_L1,0.8310794207784865
1,2,0.2,RandomForestMSE_BAG_L1,0.8353002697229386
1,2,0.3,ExtraTreesMSE_BAG_L1,0.8254669484164979
1,2,0.3,LightGBMLarge_BAG_L1,0.8310794207784865
1,2,0.3,RandomForestMSE_BAG_L1,0.8353002697229386
2,0,0.02,LightGBMLarge_BAG_L1,0.6679344950722429
2,0,0.05,LightGBMLarge_BAG_L1,0.6679344950722429
2,0,0.1,LightGBMLarge_BAG_L1,0.6679344950722429
2,0,0.2,LightGBMLarge_BAG_L1,0.6679344950722429
2,0,0.2,ExtraTreesMSE_BAG_L1,0.7983451646131777
2,0,0.3,LightGBMLarge_BAG_L1,0.6679344950722429
2,0,0.3,ExtraTreesMSE_BAG_L1,0.7983451646131777
2,0,0.3,RandomForestMSE_BAG_L1,0.8081405139838658
2,1,0.02,LightGBMLarge_BAG_L1,0.8607829646246198
2,1,0.05,LightGBMLarge_BAG_L1,0.8607829646246198
2,1,0.05,RandomForestMSE_BAG_L1,0.88860386852175
2,1,0.05,ExtraTreesMSE_BAG_L1,0.8903211943520648
2,1,0.1,LightGBMLarge_BAG_L1,0.8607829646246198
2,1,0.1,RandomForestMSE_BAG_L1,0.88860386852175
2,1,0.1,ExtraTreesMSE_BAG_L1,0.8903211943520648
2,1,0.2,LightGBMLarge_BAG_L1,0.8607829646246198
2,1,0.2,RandomForestMSE_BAG_L1,0.88860386852175
2,1,0.2,ExtraTreesMSE_BAG_L1,0.8903211943520648
2,1,0.3,LightGBMLarge_BAG_L1,0.8607829646246198
2,1,0.3,RandomForestMSE_BAG_L1,0.88860386852175
2,1,0.3,ExtraTreesMSE_BAG_L1,0.8903211943520648
2,2,0.02,ExtraTreesMSE_BAG_L1,0.8254669484164979
2,2,0.02,LightGBMLarge_BAG_L1,0.8310794207784865
2,2,0.02,RandomForestMSE_BAG_L1,0.8353002697229386
2,2,0.05,ExtraTreesMSE_BAG_L1,0.8254669484164979
2,2,0.05,LightGBMLarge_BAG_L1,0.8310794207784865
2,2,0.05,RandomForestMSE_BAG_L1,0.8353002697229386
2,2,0.1,ExtraTreesMSE_BAG_L1,0.8254669484164979
2,2,0.1,LightGBMLarge_BAG_L1,0.8310794207784865
2,2,0.1,RandomForestMSE_BAG_L1,0.8353002697229386
2,2,0.2,ExtraTreesMSE_BAG_L1,0.8254669484164979
2,2,0.2,LightGBMLarge_BAG_L1,0.8310794207784865
2,2,0.2,RandomForestMSE_BAG_L1,0.8353002697229386
2,2,0.3,ExtraTreesMSE_BAG_L1,0.8254669484164979
2,2,0.3,LightGBMLarge_BAG_L1,0.8310794207784865
2,2,0.3,RandomForestMSE_BAG_L1,0.8353002697229386
