split_id,seed,eps,feature,mean_importance,q10,q50,q90,rdi_cv,n_models
0,0,0.02,cov_HULL_lag1,0.07269348265034206,0.06834325801302044,0.07269348265034206,0.07704370728766369,0.10578917216996607,2
0,0,0.02,cov_LUFL_lag1,0.16184244117899926,0.09825224055850182,0.16184244117899926,0.22543264179949674,0.6945808180463174,2
0,0,0.02,cov_LULL_lag1,0.04147759131537968,0.022431979562513756,0.04147759131537968,0.06052320306824561,0.8117203045599358,2
0,0,0.02,cov_MUFL_lag1,2.9450003642707285,2.2606981609040346,2.9450003642707285,3.6293025676374233,0.41075948092551684,2
0,0,0.02,cov_MULL_lag1,0.0664516042859667,0.01784463145279533,0.0664516042859667,0.11505857711913808,1.2930583268862816,2
0,0,0.02,cov_OT_lag1,0.14949665633841583,0.09809481644041948,0.14949665633841586,0.2008984962364122,0.6078160951442534,2
0,0,0.02,day_of_week_lag1,0.041068391497993864,0.01841450915154413,0.041068391497993864,0.0637222738444436,0.9751242526609102,2
0,0,0.02,hour_lag1,0.49242322213512346,0.473522524430477,0.49242322213512346,0.5113239198397699,0.06785226059270824,2
0,0,0.02,month_cos,0.07258295253405948,0.032408580113244476,0.07258295253405948,0.11275732495487448,0.9784519014623473,2
0,0,0.02,month_lag1,0.07684351511428036,0.04918220130585335,0.07684351511428036,0.10450482892270736,0.6363420043033144,2
0,0,0.02,month_sin,0.10610479588111574,0.05982607434774502,0.10610479588111574,0.15238351741448647,0.7710301299021219,2
0,0,0.02,target_lag1,2.4854050243103423,2.202164901499031,2.4854050243103423,2.7686451471216538,0.201457116229459,2
0,0,0.02,target_lag2,0.21479110228150836,0.10511367084867436,0.21479110228150836,0.32446853371434237,0.902663735661586,2
0,0,0.02,target_lag3,0.5742796803238592,0.24402102543359203,0.5742796803238592,0.9045383352141265,1.0166132566555082,2
0,0,0.02,target_lag4,0.2717033367879371,0.1053393036098342,0.2717033367879371,0.4380673699660401,1.0824042262053861,2
0,0,0.02,target_lag5,0.09156059557474844,0.09035578189242828,0.09156059557474844,0.09276540925706858,0.0232614237456032,2
0,0,0.02,target_lag6,0.28013285782565517,0.15127755454374506,0.28013285782565517,0.4089881611075653,0.813136126277527,2
0,0,0.02,year,0.0,0.0,0.0,0.0,,1
0,0,0.05,cov_HULL_lag1,0.09000906096753314,0.07160592649101166,0.08028980975504961,0.11614335513964757,0.2788840723730933,5
0,0,0.05,cov_LUFL_lag1,0.2667601185057876,0.14594489102387492,0.26310859599150715,0.38969342266023166,0.4978817366599745,5
0,0,0.05,cov_LULL_lag1,0.06733009918971247,0.030990344190286997,0.06528460600646209,0.10310310229798776,0.5358018165257875,5
0,0,0.05,cov_MUFL_lag1,2.416716341423883,1.913954716831446,2.099483560835943,3.1991287229799292,0.32847442593850146,5
0,0,0.05,cov_MULL_lag1,0.06877334355632404,0.022421797514882068,0.05823986149625848,0.1184095867136493,0.7005303900142099,5
0,0,0.05,cov_OT_lag1,0.24199409805935312,0.121521424813619,0.21374895621091128,0.3873670839071274,0.5878252911619325,5
0,0,0.05,day_of_week_lag1,0.03671322145622296,0.01742226844463725,0.03631392543436954,0.05790596089325841,0.5791747812635885,5
0,0,0.05,hour_lag1,0.4943450328988301,0.4418951901495457,0.5160490942659315,0.5328331913724542,0.09556393902044487,5
0,0,0.05,month_cos,0.05066487784642661,0.019308893344976197,0.04414093407220203,0.09237897184493184,0.836085097096763,5
0,0,0.05,month_lag1,0.08691448408137221,0.06102755697411928,0.08982651979662475,0.10760820931568738,0.3061308174751836,5
0,0,0.05,month_sin,0.060825813232690304,0.025230713534168853,0.041224772932473515,0.11767447626445843,0.9619935441223961,5
0,0,0.05,target_lag1,2.1435402890077797,1.721467398390174,2.1313548707962036,2.6250254738573933,0.21704423685176163,5
0,0,0.05,target_lag2,0.2656205941884191,0.10518452150270884,0.26193520368426104,0.434854593683267,0.6168973962624065,5
0,0,0.05,target_lag3,0.35118888101757595,0.111757402586285,0.21813553920947015,0.716511696186376,1.0404232654737091,5
0,0,0.05,target_lag4,0.16786616704713214,0.06513224227656605,0.10246589716989543,0.3382950676649149,1.0496891419332086,5
0,0,0.05,target_lag5,0.07782053837781554,0.05589315148536112,0.08644866166112475,0.09186179899532847,0.2769908576827335,5
