epsilon,avg_spearman,std_spearman,avg_jaccard,std_jaccard,n_comparisons,avg_features,avg_kendall,std_kendall
0.02,0.963636363636355,0.0,0.9999999999996666,0.0,3,11.0,0.890909090909091,1.3597399555105182e-16
0.05,0.963636363636355,0.0,0.9999999999996666,0.0,3,11.0,0.890909090909091,1.3597399555105182e-16
0.1,0.963636363636355,0.0,0.9999999999996666,0.0,3,11.0,0.890909090909091,1.3597399555105182e-16
0.2,0.963636363636355,0.0,0.9999999999996666,0.0,3,11.0,0.890909090909091,1.3597399555105182e-16
0.3,0.963636363636355,0.0,0.9999999999996666,0.0,3,11.0,0.890909090909091,1.3597399555105182e-16
