split_id,seed,eps,model,val_mae,test_mae
0,0,0.02,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,0,0.05,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,0,0.1,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,0,0.1,XGBoost_BAG_L1,35.26493796217699,264.60938453181336
0,0,0.2,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,0,0.2,XGBoost_BAG_L1,35.26493796217699,264.60938453181336
0,0,0.3,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,0,0.3,XGBoost_BAG_L1,35.26493796217699,264.60938453181336
1,0,0.02,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,0,0.05,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,0,0.1,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,0,0.1,XGBoost_BAG_L1,32.406534998122,306.0282067985652
1,0,0.2,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,0,0.2,XGBoost_BAG_L1,32.406534998122,306.0282067985652
1,0,0.3,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,0,0.3,XGBoost_BAG_L1,32.406534998122,306.0282067985652
0,1,0.02,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,1,0.05,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,1,0.1,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,1,0.1,XGBoost_BAG_L1,35.26493796217699,264.60938453181336
0,1,0.2,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,1,0.2,XGBoost_BAG_L1,35.26493796217699,264.60938453181336
0,1,0.3,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,1,0.3,XGBoost_BAG_L1,35.26493796217699,264.60938453181336
1,1,0.02,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,1,0.05,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,1,0.1,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,1,0.1,XGBoost_BAG_L1,32.406534998122,306.0282067985652
1,1,0.2,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,1,0.2,XGBoost_BAG_L1,32.406534998122,306.0282067985652
1,1,0.3,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,1,0.3,XGBoost_BAG_L1,32.406534998122,306.0282067985652
0,2,0.02,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,2,0.05,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,2,0.1,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,2,0.1,XGBoost_BAG_L1,35.26493796217699,264.60938453181336
0,2,0.2,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,2,0.2,XGBoost_BAG_L1,35.26493796217699,264.60938453181336
0,2,0.3,LightGBMLarge_BAG_L1,32.40257288067157,270.9834479246169
0,2,0.3,XGBoost_BAG_L1,35.26493796217699,264.60938453181336
1,2,0.02,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,2,0.05,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,2,0.1,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,2,0.1,XGBoost_BAG_L1,32.406534998122,306.0282067985652
1,2,0.2,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,2,0.2,XGBoost_BAG_L1,32.406534998122,306.0282067985652
1,2,0.3,LightGBMLarge_BAG_L1,29.901721191218453,329.03525595045824
1,2,0.3,XGBoost_BAG_L1,32.406534998122,306.0282067985652
