split_id,seed,eps,feature,mean_importance,q10,q50,q90,rdi_cv,n_models
0,0,0.02,item_id,53.03694278312682,53.03694278312682,53.03694278312682,53.03694278312682,,1
0,0,0.02,month_cos,41.32274978286742,41.32274978286742,41.32274978286742,41.32274978286742,,1
0,0,0.02,month_lag1,24.077074155731193,24.077074155731193,24.077074155731193,24.077074155731193,,1
0,0,0.02,month_sin,8.790362949523928,8.790362949523928,8.790362949523928,8.790362949523928,,1
0,0,0.02,target_lag1,1027.0725120407105,1027.0725120407105,1027.0725120407105,1027.0725120407105,,1
0,0,0.02,target_lag2,481.92068344818114,481.92068344818114,481.92068344818114,481.92068344818114,,1
0,0,0.02,target_lag3,257.7818246675871,257.7818246675871,257.7818246675871,257.7818246675871,,1
0,0,0.02,target_lag4,425.25697985702493,425.25697985702493,425.25697985702493,425.25697985702493,,1
0,0,0.02,target_lag5,71.06276761688233,71.06276761688233,71.06276761688233,71.06276761688233,,1
0,0,0.02,target_lag6,107.97761621078493,107.97761621078493,107.97761621078493,107.97761621078493,,1
0,0,0.02,trend_lag1,31.77920275909426,31.77920275909426,31.77920275909426,31.77920275909426,,1
0,0,0.02,year,0.9747443145752104,0.9747443145752104,0.9747443145752104,0.9747443145752104,,1
0,0,0.05,item_id,53.03694278312682,53.03694278312682,53.03694278312682,53.03694278312682,,1
0,0,0.05,month_cos,41.32274978286742,41.32274978286742,41.32274978286742,41.32274978286742,,1
0,0,0.05,month_lag1,24.077074155731193,24.077074155731193,24.077074155731193,24.077074155731193,,1
0,0,0.05,month_sin,8.790362949523928,8.790362949523928,8.790362949523928,8.790362949523928,,1
0,0,0.05,target_lag1,1027.0725120407105,1027.0725120407105,1027.0725120407105,1027.0725120407105,,1
0,0,0.05,target_lag2,481.92068344818114,481.92068344818114,481.92068344818114,481.92068344818114,,1
0,0,0.05,target_lag3,257.7818246675871,257.7818246675871,257.7818246675871,257.7818246675871,,1
0,0,0.05,target_lag4,425.25697985702493,425.25697985702493,425.25697985702493,425.25697985702493,,1
0,0,0.05,target_lag5,71.06276761688233,71.06276761688233,71.06276761688233,71.06276761688233,,1
0,0,0.05,target_lag6,107.97761621078493,107.97761621078493,107.97761621078493,107.97761621078493,,1
0,0,0.05,trend_lag1,31.77920275909426,31.77920275909426,31.77920275909426,31.77920275909426,,1
0,0,0.05,year,0.9747443145752104,0.9747443145752104,0.9747443145752104,0.9747443145752104,,1
