split_id,seed,eps,feature,mean_importance,q10,q50,q90,rdi_cv,n_models
0,0,0.02,cov_HULL_lag1,0.06093650284516625,0.06093650284516625,0.06093650284516625,0.06093650284516625,,1
0,0,0.02,cov_LUFL_lag1,0.08126656455921476,0.08126656455921476,0.08126656455921476,0.08126656455921476,,1
0,0,0.02,cov_LULL_lag1,0.03474872560726944,0.03474872560726944,0.03474872560726944,0.03474872560726944,,1
0,0,0.02,cov_MUFL_lag1,0.8586878807078118,0.8586878807078118,0.8586878807078118,0.8586878807078118,,1
0,0,0.02,cov_MULL_lag1,0.07345280499265062,0.07345280499265062,0.07345280499265062,0.07345280499265062,,1
0,0,0.02,cov_OT_lag1,0.12673516307601237,0.12673516307601237,0.12673516307601237,0.12673516307601237,,1
0,0,0.02,day_of_week_lag1,0.0333598339991178,0.0333598339991178,0.0333598339991178,0.0333598339991178,,1
0,0,0.02,hour_lag1,0.6034087258077226,0.6034087258077226,0.6034087258077226,0.6034087258077226,,1
0,0,0.02,item_id,0.0,0.0,0.0,0.0,,1
0,0,0.02,month_cos,0.01996851795457772,0.01996851795457772,0.01996851795457772,0.01996851795457772,,1
0,0,0.02,month_lag1,0.08929498784083406,0.08929498784083406,0.08929498784083406,0.08929498784083406,,1
0,0,0.02,month_sin,0.025710448896069996,0.025710448896069996,0.025710448896069996,0.025710448896069996,,1
0,0,0.02,target_lag1,1.7551132102907627,1.7551132102907627,1.7551132102907627,1.7551132102907627,,1
0,0,0.02,target_lag2,0.3718920631593094,0.3718920631593094,0.3718920631593094,0.3718920631593094,,1
0,0,0.02,target_lag3,0.2412558826089604,0.2412558826089604,0.2412558826089604,0.2412558826089604,,1
0,0,0.02,target_lag4,0.0999881248784019,0.0999881248784019,0.0999881248784019,0.0999881248784019,,1
0,0,0.02,target_lag5,0.09362397967725995,0.09362397967725995,0.09362397967725995,0.09362397967725995,,1
0,0,0.02,target_lag6,0.1581165236517554,0.1581165236517554,0.1581165236517554,0.1581165236517554,,1
