epsilon,avg_spearman,std_spearman,avg_kendall,std_kendall,avg_jaccard,std_jaccard,n_comparisons
0.02,0.9377364981080131,0.013901915802342582,0.8104575163398694,0.030656312155708746,0.7222222222220962,0.13608276348791803,6
0.05,0.9405199166079855,0.013262484684848258,0.8275409637501507,0.02669166764729709,0.777777777777637,0.17213259316472818,6
0.1,0.960826639969138,0.012531117054760144,0.8710446250527387,0.04184432242861193,0.777777777777637,0.17213259316472818,6
0.2,0.9710599651575348,0.008590520595206326,0.891246619949318,0.03264836593543479,0.8333333333331776,0.18257418583500667,6
0.3,0.969841216904153,0.009087339887473612,0.8943033325623881,0.028987045650996184,0.8333333333331776,0.18257418583500667,6
