epsilon,avg_spearman,std_spearman,avg_kendall,std_kendall,avg_jaccard,std_jaccard,n_comparisons
0.02,0.813031933565961,0.026794197580978646,0.6645321835593012,0.025385425792646098,0.6190476190475179,0.10647942749996767,5
0.05,0.8180455043175838,0.04448974356176127,0.6873638609136491,0.0446041429344969,0.6825396825395648,0.18236706814401957,6
0.1,0.8199791487300515,0.04985824333485478,0.6937501363774753,0.05336288934033511,0.7936507936506464,0.24218706187626524,6
0.2,0.8373710513606462,0.04405409549197025,0.7038087121465599,0.038366999768734165,0.753968253968115,0.2831899063413572,6
0.3,0.8406619348339834,0.04564271902876077,0.7038805251950534,0.041296386284945016,0.6587301587300429,0.27996868413576503,6
