epsilon,avg_spearman,std_spearman,avg_kendall,std_kendall,avg_jaccard,std_jaccard,n_comparisons
0.02,0.885461672977706,0.0737979977380359,0.7442930223708482,0.12917926929553186,0.6666666666664721,0.2886751345946926,3
0.05,0.9369014180631363,0.015136160176619382,0.8371516062056027,0.028987832790446078,0.8333333333330694,0.2886751345946926,3
0.1,0.9566892073157458,0.03016646461177934,0.8805098135410807,0.07860902505110938,0.6666666666664722,0.2886751345946926,3
0.2,0.9893766113896523,0.009470486182429426,0.9572930517193128,0.03798719347119202,0.6666666666664721,0.2886751345946926,3
0.3,0.9878787878787789,0.010497277621629499,0.9515151515151515,0.04198911048651818,0.6666666666664722,0.2886751345946926,3
