seed,eps,spearman_mean,spearman_std,spearman_min,spearman_max,topk_jaccard_mean,topk_jaccard_std,topk_jaccard_min,topk_jaccard_max,kendall_tau_mean,kendall_tau_std,kendall_tau_min,kendall_tau_max,spearman_ci95_low,spearman_ci95_high
0,0.02,0.845201238390091,0.005837826882861036,0.8410732714138268,0.8493292053663551,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.6993464052287582,0.0,0.6993464052287582,0.6993464052287582,0.8410732714138268,0.8493292053663551
0,0.05,0.8503611971104212,0.018972937369298445,0.8369453044375627,0.8637770897832798,0.9999999999997999,0.0,0.9999999999997999,0.9999999999997999,0.6993464052287583,0.0554593553871802,0.6601307189542485,0.7385620915032681,0.8369453044375627,0.8637770897832798
0,0.1,0.8503611971104212,0.018972937369298445,0.8369453044375627,0.8637770897832798,0.9999999999997999,0.0,0.9999999999997999,0.9999999999997999,0.6993464052287583,0.0554593553871802,0.6601307189542485,0.7385620915032681,0.8369453044375627,0.8637770897832798
0,0.2,0.8631200773596579,0.0009291558801337867,0.8624630649360359,0.8637770897832798,0.8333333333331777,0.23570226039545297,0.6666666666665555,0.9999999999997999,0.7169936660640357,0.03050235977519534,0.6954252406248034,0.7385620915032681,0.8624630649360359,0.8637770897832798
0,0.3,0.8580251359163644,0.008134491168736093,0.8522731820494491,0.8637770897832798,0.9999999999997999,0.0,0.9999999999997999,0.9999999999997999,0.708104167868767,0.04307400868563559,0.6776462442342658,0.7385620915032681,0.8522731820494491,0.8637770897832798
1,0.02,0.8564766149710563,0.007405517049779146,0.8512401236469649,0.8617131062951477,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.7016545042312066,0.003264144912562236,0.6993464052287582,0.7039626032336549,0.8512401236469649,0.8617131062951477
1,0.05,0.8522768035875861,0.010849325542632954,0.8446051719250899,0.8599484352500822,0.9999999999997999,0.0,0.9999999999997999,0.9999999999997999,0.6974663078045631,0.04046100886858348,0.6688560540599388,0.7260765615491875,0.8446051719250899,0.8599484352500822
1,0.1,0.8522768035875861,0.010849325542632954,0.8446051719250899,0.8599484352500822,0.9999999999997999,0.0,0.9999999999997999,0.9999999999997999,0.6974663078045631,0.04046100886858348,0.6688560540599388,0.7260765615491875,0.8446051719250899,0.8599484352500822
1,0.2,0.8648579966292143,0.0069431682876716855,0.8599484352500822,0.8697675580083464,0.8333333333331777,0.23570226039545297,0.6666666666665555,0.9999999999997999,0.7128751695210205,0.018669587648437916,0.6996737774928534,0.7260765615491875,0.8599484352500822,0.8697675580083464
1,0.3,0.8529320446115303,0.009922674799947781,0.8459156539729784,0.8599484352500822,0.9999999999997999,0.0,0.9999999999997999,0.9999999999997999,0.6974827009335174,0.040437825483286664,0.6688888403178471,0.7260765615491875,0.8459156539729784,0.8599484352500822
2,0.02,0.8595027646775342,0.0031258950931069224,0.8572924230599205,0.8617131062951477,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.7127273017058264,0.018923445274580092,0.6993464052287582,0.7261081981828945,0.8572924230599205,0.8617131062951477
2,0.05,0.8573781228746278,0.018063680464362797,0.8446051719250899,0.8701510738241657,0.9999999999997999,0.0,0.9999999999997999,0.9999999999997999,0.7086084179008443,0.05621833208019853,0.6688560540599388,0.7483607817417499,0.8446051719250899,0.8701510738241657
2,0.1,0.8573781228746278,0.018063680464362797,0.8446051719250899,0.8701510738241657,0.9999999999997999,0.0,0.9999999999997999,0.9999999999997999,0.7086084179008443,0.05621833208019853,0.6688560540599388,0.7483607817417499,0.8446051719250899,0.8701510738241657
2,0.2,0.8696337426268861,0.0007316167954314701,0.8691164114296066,0.8701510738241657,0.8333333333331777,0.23570226039545297,0.6666666666665555,0.9999999999997999,0.726357351783924,0.031117549065083835,0.7043539218260981,0.7483607817417499,0.8691164114296066,0.8701510738241657
2,0.3,0.8632780162509249,0.009719971235048178,0.8564049586776842,0.8701510738241657,0.9999999999997999,0.0,0.9999999999997999,0.9999999999997999,0.7129961803445592,0.05001309892382554,0.6776315789473686,0.7483607817417499,0.8564049586776842,0.8701510738241657
