epsilon,avg_spearman,std_spearman,avg_jaccard,std_jaccard,n_comparisons,avg_features,avg_kendall,std_kendall
0.02,0.8537268726795606,0.008073537363278673,0.6666666666665555,0.0,6,18.0,0.704576070388597,0.010708935148148744
0.05,0.853338707857545,0.013088903225893362,0.9999999999998,1.2161883888976234e-16,6,18.0,0.7018070436447218,0.04003909350158822
0.1,0.853338707857545,0.013088903225893362,0.9999999999998,1.2161883888976234e-16,6,18.0,0.7018070436447218,0.04003909350158822
0.2,0.8658706055385861,0.004361425117536436,0.8333333333331777,0.18257418583500667,6,18.0,0.7187420624563267,0.02208252351086686
0.3,0.8580783989262732,0.00855751018203026,0.9999999999998,1.2161883888976234e-16,6,18.0,0.7061943497156146,0.03533697292525911
