split_id,seed,eps,model,val_mae,test_mae
0,0,0.02,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
0,0,0.05,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
0,0,0.1,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
0,0,0.2,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
0,0,0.3,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
1,0,0.02,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
1,0,0.05,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
1,0,0.1,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
1,0,0.2,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
1,0,0.3,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
2,0,0.02,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
2,0,0.05,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
2,0,0.1,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
2,0,0.2,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
2,0,0.3,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
0,1,0.02,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
0,1,0.05,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
0,1,0.1,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
0,1,0.2,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
0,1,0.3,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
1,1,0.02,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
1,1,0.05,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
1,1,0.1,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
1,1,0.2,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
1,1,0.3,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
2,1,0.02,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
2,1,0.05,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
2,1,0.1,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
2,1,0.2,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
2,1,0.3,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
0,2,0.02,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
0,2,0.05,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
0,2,0.1,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
0,2,0.2,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
0,2,0.3,LightGBMLarge_BAG_L1,0.22687953943904068,2.4193204936603756
1,2,0.02,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
1,2,0.05,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
1,2,0.1,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
1,2,0.2,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
1,2,0.3,LightGBMLarge_BAG_L1,0.27707881409959456,2.1488360767517913
2,2,0.02,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
2,2,0.05,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
2,2,0.1,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
2,2,0.2,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
2,2,0.3,LightGBMLarge_BAG_L1,0.32375605364343046,2.4183925078024107
