seed,eps,spearman_mean,spearman_std,spearman_min,spearman_max,topk_jaccard_mean,topk_jaccard_std,topk_jaccard_min,topk_jaccard_max,kendall_tau_mean,kendall_tau_std,kendall_tau_min,kendall_tau_max,spearman_ci95_low,spearman_ci95_high
0,0.02,0.7884416924664586,0.1911888304136997,0.6532507739938066,0.9236326109391104,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.6666666666666667,0.17562129205940397,0.542483660130719,0.7908496732026145,0.6532507739938066,0.9236326109391104
0,0.05,0.7884416924664586,0.1911888304136997,0.6532507739938066,0.9236326109391104,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.6666666666666667,0.17562129205940397,0.542483660130719,0.7908496732026145,0.6532507739938066,0.9236326109391104
0,0.1,0.7884416924664586,0.1911888304136997,0.6532507739938066,0.9236326109391104,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.6666666666666667,0.17562129205940397,0.542483660130719,0.7908496732026145,0.6532507739938066,0.9236326109391104
0,0.2,0.7884416924664586,0.1911888304136997,0.6532507739938066,0.9236326109391104,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.6666666666666667,0.17562129205940397,0.542483660130719,0.7908496732026145,0.6532507739938066,0.9236326109391104
0,0.3,0.7884416924664586,0.1911888304136997,0.6532507739938066,0.9236326109391104,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.6666666666666667,0.17562129205940397,0.542483660130719,0.7908496732026145,0.6532507739938066,0.9236326109391104
1,0.02,0.7946336429308548,0.19994557073799135,0.6532507739938066,0.936016511867903,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.6797385620915033,0.19410774385513074,0.542483660130719,0.8169934640522877,0.6532507739938066,0.936016511867903
1,0.05,0.7946336429308548,0.19994557073799135,0.6532507739938066,0.936016511867903,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.6797385620915033,0.19410774385513074,0.542483660130719,0.8169934640522877,0.6532507739938066,0.936016511867903
1,0.1,0.7946336429308548,0.19994557073799135,0.6532507739938066,0.936016511867903,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.6797385620915033,0.19410774385513074,0.542483660130719,0.8169934640522877,0.6532507739938066,0.936016511867903
1,0.2,0.7946336429308548,0.19994557073799135,0.6532507739938066,0.936016511867903,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.6797385620915033,0.19410774385513074,0.542483660130719,0.8169934640522877,0.6532507739938066,0.936016511867903
1,0.3,0.7946336429308548,0.19994557073799135,0.6532507739938066,0.936016511867903,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.6797385620915033,0.19410774385513074,0.542483660130719,0.8169934640522877,0.6532507739938066,0.936016511867903
2,0.02,0.7925696594427227,0.19702665729656071,0.6532507739938066,0.9318885448916387,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.673202614379085,0.1848645179572673,0.542483660130719,0.803921568627451,0.6532507739938066,0.9318885448916387
2,0.05,0.7925696594427227,0.19702665729656071,0.6532507739938066,0.9318885448916387,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.673202614379085,0.1848645179572673,0.542483660130719,0.803921568627451,0.6532507739938066,0.9318885448916387
2,0.1,0.7925696594427227,0.19702665729656071,0.6532507739938066,0.9318885448916387,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.673202614379085,0.1848645179572673,0.542483660130719,0.803921568627451,0.6532507739938066,0.9318885448916387
2,0.2,0.7925696594427227,0.19702665729656071,0.6532507739938066,0.9318885448916387,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.673202614379085,0.1848645179572673,0.542483660130719,0.803921568627451,0.6532507739938066,0.9318885448916387
2,0.3,0.7925696594427227,0.19702665729656071,0.6532507739938066,0.9318885448916387,0.6666666666665555,0.0,0.6666666666665555,0.6666666666665555,0.673202614379085,0.1848645179572673,0.542483660130719,0.803921568627451,0.6532507739938066,0.9318885448916387
